id,name,city_name,country_id,cancelled,year,month,day,end_year,end_month,end_day
100Merito2018,100º Mérito 2018,"Santarém, Pará",Brazil,0,2018,4,14,2018,4,14
100YearsRepublicAnkara2023,100 Years Republic Ankara 2023,Ankara,Turkey,0,2023,10,28,2023,10,29
100YearsRepublicIstanbul2023,100 Years Republic İstanbul 2023,İstanbul,Turkey,0,2023,10,28,2023,10,29
100YilMBACubeWeekend2023,100. Yıl MBA Cube Weekend 2023,İstanbul,Turkey,0,2023,12,16,2023,12,17
10AniversarioGuatemala2023,Décimo Aniversario Guatemala 2023,Guatemala City,Guatemala,1,2023,10,14,2023,10,15
10doRioGrandedoNorte2018,10º do Rio Grande do Norte 2018,"João Câmara, Rio Grande do Norte",Brazil,0,2018,12,15,2018,12,16
10JohrWilerWurfelfast2024,10 Johr Wiler Würfelfäst 2024,Wil SG,Switzerland,0,2024,3,24,2024,3,24
10thAnniversaryCervantes2024,10th Anniversary Cervantes 2024,Montevideo,Uruguay,0,2024,9,14,2024,9,15
12SidesofSilesia2018,12 Sides of Silesia 2018,Dąbrowa Górnicza,Poland,0,2018,3,3,2018,3,3
150thCubeMeetinginBrest2017,150th Cube Meeting in Brest 2017,Brest,Belarus,0,2017,7,22,2017,7,23
15AnosSanSilvestre2024,15 Años San Silvestre 2024,Barrancabermeja,Colombia,0,2024,7,7,2024,7,7
1aLordagskubeniVasteras2024,1:a Lördagskuben i Västerås 2024,Västerås,Sweden,0,2024,2,3,2024,2,3
1AVG2013,1 AVG competition 2013,Delft,Netherlands,0,2013,4,1,2013,4,1
1BodyCubing2017,1 Body Cubing 2017,"Pueblo, Colorado",USA,0,2017,6,3,2017,6,3
1stBarpetaCubeOpen2024,1st Barpeta Cube Open 2024,"Barpeta, Assam",India,0,2024,2,4,2024,2,4
1stDibrugarhOpen2018,1st Dibrugarh Open 2018,"Dibrugarh, Assam",India,0,2018,11,10,2018,11,10
1stJorhatOpen2019,1st Jorhat Open 2019,"Jorhat, Assam",India,0,2019,9,14,2019,9,15
1stSalemOpen2022,1st Salem Open 2022,"Salem, Tamil Nadu",India,0,2022,6,26,2022,6,26
1stSriLankanOpen2022,1st Sri Lankan Open 2022,Colombo,Sri Lanka,0,2022,4,2,2022,4,2
200Peru2024,200 Perú 2024,Arequipa,Peru,0,2024,7,13,2024,7,13
24HorasElTambo2024,24 Horas El Tambo 2024,El Tambo,Ecuador,0,2024,10,12,2024,10,13
24HorasemSalvador2024,24 Horas em Salvador 2024,"Salvador, Bahia",Brazil,0,2024,6,8,2024,6,9
24HoursinAker2024,24 Hours in Åker 2024,Åkers Styckebruk,Sweden,0,2024,7,6,2024,7,7
24HoursinFlen2023,24 Hours in Flen 2023,Flen,Sweden,0,2023,7,22,2023,7,23
24HoursWarmUpinAstana2024,24 Hours Warm Up in Astana 2024,Astana,Kazakhstan,0,2024,10,19,2024,10,20
2aLordagskubeniVasteras2024,2:a Lördagskuben i Västerås 2024,Västerås,Sweden,0,2024,3,23,2024,3,23
2AVG2014,2 AVG competition 2014,Delft,Netherlands,0,2014,2,2,2014,2,2
2FeetofSnowinMontreal2019,2 Feet of Snow in Montreal 2019,"Montréal, Quebec",Canada,0,2019,12,22,2019,12,22
2FTISanDiego2016,2FTI San Diego 2016,"San Diego, California",USA,0,2016,12,10,2016,12,10
2ndGuwahatiOpen2016,2nd Guwahati Open 2016,"Guwahati, Assam",India,0,2016,5,21,2016,5,22
2ndJogjaMiniCompetition2015,2nd Jogja Mini Competition 2015,"Yogyakarta, Daerah Istimewa Yogyakarta",Indonesia,0,2015,11,29,2015,11,29
2ndNegrosSpeedcubingOpen2017,2nd Negros Speedcubing Open 2017,"Bacolod City, Negros Occidental",Philippines,0,2017,6,10,2017,6,11
2RoundsofFMCinRzeszow2023,2 Rounds of FMC in Rzeszów 2023,Rzeszów,Poland,0,2023,11,10,2023,11,10
2x2at2inPrague2024,2x2 at 2 in Prague 2024,Praha,Czech Republic,0,2024,8,31,2024,9,1
2x2CubeMastersBogota2023,2x2 Cube Masters Bogotá 2023,Bogotá,Colombia,0,2023,11,26,2023,11,26
2x2inaMadisonLodge2022,2x2 in a Madison Lodge 2022,"Madison, Wisconsin",USA,0,2022,12,3,2022,12,3
2x2inTamakiMakaurau2025,2x2 in Tāmaki Makaurau 2025,Auckland,New Zealand,0,2025,8,16,2025,8,16
30thAnniversaryMegaHouse2010,30th Anniversary MegaHouse Cup 2010,Tokyo,Japan,0,2010,7,24,2010,7,25
333OnlyHamiltonA2022,3x3x3 Only Hamilton A 2022,"Hamilton, Ontario",Canada,0,2022,5,29,2022,5,29
333OnlyHamiltonB2022,3x3x3 Only Hamilton B 2022,"Hamilton, Ontario",Canada,0,2022,5,29,2022,5,29
33TrentiniATrento2025,Trentatré Trentini Entrarono a Trento 2025,"Povo, Trento",Italy,0,2025,7,5,2025,7,6
345CubeDayAllen2019,345 Cube Day Allen 2019,"Allen, Texas",USA,0,2019,10,13,2019,10,13
360DegreesWellnessOpen2015,360 Degrees Wellness Open 2015,"Antipolo, Rizal",Philippines,0,2015,8,9,2015,8,9
360DegreeWellnessOpen2014,360 Degree Wellness Open 2014,QUEZON,Philippines,0,2014,8,30,2014,8,30
3BLDonaMadisonMoNona2024,3BLD on a Madison MoNona 2024,"Madison, Wisconsin",USA,0,2024,2,17,2024,2,18
3eLordagskubeniVasteras2024,3:e Lördagskuben i Västerås 2024,Västerås,Sweden,0,2024,6,1,2024,6,1
3FMCRoundsinRzeszow2023,3 FMC Rounds in Rzeszów 2023,Rzeszów,Poland,0,2023,7,21,2023,7,22
3MolaOpen2010,3Mola Open 2010,Gdańsk,Poland,0,2010,6,12,2010,6,12
3MolaOpen2011,3Mola Open 2011,Gdańsk,Poland,0,2011,6,4,2011,6,4
3MoreFMCRoundsinRzeszow2023,3 More FMC Rounds in Rzeszów 2023,Rzeszów,Poland,0,2023,7,22,2023,7,23
3rdCoastCubing2019,3rd Coast Cubing 2019,"Holland, Michigan",USA,0,2019,7,20,2019,7,20
3rdGuwahatiOpen2017,3rd Guwahati Open 2017,"Guwahati, Assam",India,0,2017,6,10,2017,6,11
3RegularFortaleza2020,3-Regular Fortaleza 2020,"Fortaleza, Ceará",Brazil,0,2020,1,11,2020,1,11
3x3at3inPrague2025,3x3 at 3 in Prague 2025,Prague,Czech Republic,0,2025,11,1,2025,11,2
3x3inMadison2026,3x3 in Madison 2026,"Madison, Wisconsin",USA,0,2026,5,8,2026,5,10
3x3OnlyCalgary2019,3x3 Only Calgary 2019,"Calgary, Alberta",Canada,0,2019,3,9,2019,3,9
3x3OnlyMinnesota2019,3x3 Only Minnesota 2019,"Plymouth, Minnesota",USA,0,2019,8,24,2019,8,24
3x3sin303Colorado2025,3x3s in 303 Colorado 2025,"Denver, Colorado",USA,0,2025,12,6,2025,12,6
3x3x3CubeFrisco2019,3x3x3 Cube Frisco 2019,"Frisco, Texas",USA,0,2019,3,9,2019,3,9
3x3x3HanMaDang2017,3x3x3 HanMaDang 2017,서울특별시 (Seoul),Korea,0,2017,2,18,2017,2,18
3x3x3paaBiblioteket2022,Tre Gange Tre Gange Tre på Biblioteket 2022,København,Denmark,0,2022,12,17,2022,12,17
40thAnniversaryPeru2014,40th Anniversary Peru 2014,Arequipa,Peru,0,2014,11,8,2014,11,8
444Puebla2025,444 Puebla 2025,Puebla,Mexico,0,2025,4,26,2025,4,27
4BLDinaMadisonHall2023,4BLD in a Madison Hall 2023,"Madison, Wisconsin",USA,0,2023,1,28,2023,1,29
4BLDMadnessinDobrejovice2025,4BLD Madness in Dobřejovice 2025,Dobřejovice,Czech Republic,0,2025,10,18,2025,10,18
4thGuwahatiOpen2018,4th Guwahati Open 2018,"Guwahati, Assam",India,0,2018,9,1,2018,9,2
4x4byFourMadisonLakes2024,4x4 by Four Madison Lakes 2024,"Madison, Wisconsin",USA,0,2024,12,7,2024,12,7
4x4byRoad44Israel2024,4x4 by Road 44 Israel 2024,Be'er Ya'akov,Israel,0,2024,9,27,2024,9,27
50andCountingIreland2024,50 and Counting Ireland 2024,Wexford,Ireland,0,2024,4,27,2024,4,28
50AnosCubeandoAvesMaria2024,50 Años Cubeando Aves María 2024,"Sabaneta, Antioquia",Colombia,0,2024,5,18,2024,5,19
50thAnniversaryinElverum2024,50th Anniversary in Elverum 2024,Elverum,Norway,0,2024,5,18,2024,5,19
50thAnniversaryinIndo2024,50th Anniversary in Indonesia 2024,Jakarta,Indonesia,0,2024,12,7,2024,12,7
50YearsofCubingBulgaria2024,50 Years of Cubing Bulgaria 2024,Sofia,Bulgaria,0,2024,5,11,2024,5,12
50YearsPhilippines2024,50 Years of Cubing in the Philippines 2024,Quezon City,Philippines,0,2024,10,6,2024,10,6
50YearsVallentuna2024,50 Years of Cubing - Vallentuna 2024,Vallentuna,Sweden,0,2024,5,19,2024,5,19
5BLDinaMadisonFall2024,5BLD in a Madison Fall 2024,"Madison, Wisconsin",USA,0,2024,11,2,2024,11,3
5BldinTashkentPhaseOne2025,Five Blind in Tashkent Phase One - Denial - 2025,Tashkent,Uzbekistan,0,2025,11,29,2025,11,29
5BLDMadnessSeongnam2024,5BLD Madness Seongnam 2024,성남 (Seongnam),Korea,0,2024,11,9,2024,11,9
5BLDMadnessSeoul2024,5BLD Madness Seoul 2024,서울특별시 (Seoul),Korea,0,2024,11,9,2024,11,9
5BLDMadnessSuwon2024,5BLD Madness Suwon 2024,수원,Korea,0,2024,11,9,2024,11,9
5BLDMastersOpole2025,5BLD Masters Opole 2025,Opole,Poland,0,2025,3,1,2025,3,2
5thGuwahatiOpen2019,5th Guwahati Open 2019,"Guwahati, Assam",India,0,2019,12,28,2019,12,29
5VallesMexicali2025,5 Valles Mexicali 2025,Mexicali,Mexico,0,2025,2,22,2025,2,22
5x5onMadisonIce2023,5x5 on Madison Ice 2023,"Madison, Wisconsin",USA,0,2023,12,9,2023,12,10
625BayArea2017,6.25 Bay Area 2017,"Santa Clara, California",USA,0,2017,6,24,2017,6,25
6byRoad6Israel2023,6 by Road 6 Israel 2023,Tzur Yitzhak,Israel,1,2023,10,20,2023,10,20
6byRoad6Israel2024,6 by Road 6 Israel 2024,Tzur Yitzhak,Israel,0,2024,3,1,2024,3,1
6SidesofSilesia2017,6 Sides of Silesia 2017,Dąbrowa Górnicza,Poland,0,2017,1,14,2017,1,14
6thGuwahatiOpen2024,6th Guwahati Open 2024,"Guwahati, Assam",India,0,2024,9,21,2024,9,22
6x6StillinaMadisonPark2024,6x6 Still in a Madison Park 2024,"Madison, Wisconsin",USA,0,2024,9,15,2024,9,15
70AnosFatimaMontevideo2025,70 Años Fátima Montevideo 2025,Montevideo,Uruguay,0,2025,5,31,2025,6,1
75porCientoBogota2023,75 por Ciento Bogotá 2023,Bogotá,Colombia,0,2023,2,26,2023,2,26
75porcientoBogota2025,75 por ciento Bogotá 2025,Bogotá,Colombia,0,2025,10,18,2025,10,18
75PorCientoBogota2026,75 Por Ciento Bogotá 2026,Bogotá,Colombia,0,2026,4,4,2026,4,4
75porCientoIIBogota2023,75 por Ciento II Bogotá 2023,Bogotá,Colombia,0,2023,5,7,2023,5,7
7x7MadisonPark2022,7x7 in a Madison Park 2022,"Madison, Wisconsin",USA,0,2022,9,25,2022,9,25
7x7OffI70MO2026,7x7 Off I-70 MO 2026,"Grain Valley, Missouri",USA,0,2026,5,2,2026,5,2
8WingLimited2019,8 Wing Limited 2019,"Astra, Ontario",Canada,0,2019,4,6,2019,4,6
AAAbresiens2025,Algorithmes Artistiques Abrésiens 2025,Les Abrets en Dauphiné,France,0,2025,11,15,2025,11,16
AachenOpen2009,Aachen Open 2009,Aachen,Germany,0,2009,1,10,2009,1,11
AachenOpen2010,Aachen Open 2010,Aachen,Germany,0,2010,1,16,2010,1,17
AachenOpen2011,Aachen Open 2011,Aachen,Germany,0,2011,1,14,2011,1,16
AachenOpen2025,Aachen Open 2025,Aachen,Germany,0,2025,1,18,2025,1,19
AachenSummer2012,Aachen Summer Open 2012,"Aachen, NRW",Germany,0,2012,6,23,2012,6,24
AachenSummerOpen2026,Aachen Summer Open 2026,Aachen,Germany,0,2026,7,4,2026,7,5
AalborgOpen2011,Aalborg Open 2011,Aalborg,Denmark,0,2011,2,5,2011,2,5
AalborgOpen2024,Aalborg Open 2024,Aalborg,Denmark,0,2024,5,11,2024,5,11
AalborgSpecial2026,Aalborg Special 2026,Aalborg,Denmark,0,2026,2,28,2026,2,28
AarhusAdvent2024,Aarhus Advent 2024,Aarhus,Denmark,0,2024,12,1,2024,12,1
AarhusChristmas2019,Aarhus Christmas 2019,Aarhus,Denmark,0,2019,12,14,2019,12,15
AarhusChristmas2024,Aarhus Christmas 2024,Aarhus,Denmark,0,2024,12,14,2024,12,14
AarhusDiverse2024,Aarhus Diverse 2024,Aarhus,Denmark,0,2024,5,5,2024,5,5
AarhusFall2025,Aarhus Fall 2025,Aarhus,Denmark,0,2025,11,22,2025,11,23
AarhusOpen2012,Aarhus Open 2012,Aarhus,Denmark,0,2012,11,10,2012,11,11
AarhusOpen2022,Aarhus Open 2022,Aarhus,Denmark,0,2022,11,5,2022,11,6
AarhusSpring2019,Aarhus Spring 2019,Aarhus,Denmark,0,2019,3,8,2019,3,10
AarhusSpring2020,Aarhus Spring 2020,Aarhus,Denmark,1,2020,4,4,2020,4,5
AarhusSpring2023,Aarhus Spring 2023,Aarhus,Denmark,0,2023,3,25,2023,3,26
AarhusSpring2024,Aarhus Spring 2024,Aarhus,Denmark,0,2024,3,17,2024,3,17
AarhusSummer2025,Aarhus Summer 2025,Aarhus,Denmark,0,2025,6,15,2025,6,15
AarhusWinter2025,Aarhus Winter 2025,Aarhus,Denmark,0,2025,2,22,2025,2,23
AarhusWinter2026,Aarhus Winter 2026,Aarhus,Denmark,0,2026,1,31,2026,2,1
AaruushCubeOpen2014,Aaruush Cube Open 2014,"Kanchipuram, Tamil Nadu",India,0,2014,9,13,2014,9,13
AaseeAlgorithms2023,Aasee Algorithms 2023,Münster,Germany,0,2023,6,3,2023,6,4
AbbotsfordBegins2022,Abbotsford Begins 2022,"Melbourne, Victoria",Australia,0,2022,7,3,2022,7,3
AbbotsfordBigCubeDay2022,Abbotsford Big Cube Day 2022,"Melbourne, Victoria",Australia,0,2022,7,17,2022,7,17
AbbotsfordBlindChallenge2022,Abbotsford Blind Challenge 2022,"Melbourne, Victoria",Australia,0,2022,7,10,2022,7,10
ABCD2018,A Bruin Cube Day 2018,"Los Angeles, California",USA,0,2018,5,19,2018,5,19
ABCOpen2010,ABC Open 2010,"São Bernardo do Campo, São Paulo",Brazil,0,2010,3,20,2010,3,21
AberdeenAutumn2023,Aberdeen Autumn 2023,"Aberdeen, Aberdeenshire",United Kingdom,0,2023,11,4,2023,11,4
ABHC2016,August Bank Holiday Competition 2016,"Sheffield, South Yorkshire",United Kingdom,0,2016,8,27,2016,8,28
ABHC2017,August Bank Holiday Competition 2017,"Welwyn Garden City, Hertfordshire",United Kingdom,0,2017,8,26,2017,8,27
ABHC2018,August Bank Holiday Competition 2018,"Crawley, West Sussex",United Kingdom,0,2018,8,25,2018,8,26
ABHC2019,August Bank Holiday Celebration 2019,"Crawley, West Sussex",United Kingdom,0,2019,8,24,2019,8,25
ABHC2022,August Bank Holiday Cheltenham 2022,"Cheltenham, Gloucestershire",United Kingdom,0,2022,8,27,2022,8,28
ABHC2023,August Bank Holiday Cheltenham 2023,"Cheltenham, Gloucestershire",United Kingdom,0,2023,8,26,2023,8,27
ABHM2023,August Bank Holiday Manchester 2023,"Manchester, Greater Manchester",United Kingdom,0,2023,8,26,2023,8,27
AbiertodeLaMatanza2024,Abierto de La Matanza 2024,"Lomas del Mirador, Buenos Aires",Argentina,0,2024,2,24,2024,2,24
AbiertoDelMirador2022,Abierto del Mirador 2022,"Lomas del Mirador, Buenos Aires",Argentina,0,2022,8,13,2022,8,14
AbiertodelMiradorenPrimavera2024,Abierto del Mirador en Primavera 2024,"Lomas del Mirador, Buenos Aires",Argentina,0,2024,9,28,2024,9,29
AbiertoDeNavidad2021,Abierto de Navidad 2021,"Lomas del Mirador, Buenos Aires",Argentina,0,2021,12,26,2021,12,26
AbiertoDePascuas2023,Abierto de Pascuas 2023,"Villa Carlos Paz, Córdoba",Argentina,0,2023,4,7,2023,4,8
AbileneSpring2026,Abilene Spring 2026,"Abilene, Texas",USA,0,2026,4,25,2026,4,25
AboardthePyraminxTrain2018,Aboard the Pyraminx Train 2018,"Bengaluru, Karnataka",India,0,2018,2,10,2018,2,11
AbrakadabraMagic2015,Abrakadabra Magic 2015,Mérida,Venezuela,0,2015,3,14,2015,3,15
ABruinCubeDay2020,A Bruin Cube Day 2020,"Los Angeles, California",USA,1,2020,4,25,2020,4,25
ABruinCubeDay2022,A Bruin Cube Day 2022,"Los Angeles, California",USA,0,2022,5,8,2022,5,8
ABruinCubeDaySpring2023,A Bruin Cube Day Spring 2023,"Los Angeles, California",USA,0,2023,3,25,2023,3,25
AbruzzoalCubo2025,Abruzzo al Cubo 2025,Francavilla al Mare,Italy,0,2025,6,28,2025,6,29
ABuffaloCubeDay2024,A Buffalo Cube Day 2024,"West Seneca, New York",USA,0,2024,11,23,2024,11,23
AbujaOpen2024,Abuja Open 2024,Abuja,Nigeria,0,2024,11,30,2024,11,30
ACA5thAnniversary2020,ACA 5th Anniversary 2020,Baku,Azerbaijan,1,2020,4,11,2020,4,12
ACA7thAnniversary2022,ACA 7th Anniversary 2022,Baku,Azerbaijan,0,2022,4,23,2022,4,24
AcadianaClassic2019,Acadiana Classic 2019,"Lafayette, Louisiana",USA,0,2019,5,25,2019,5,25
ACALeagueFinal2019,ACA League Final 2019,Gəncə,Azerbaijan,0,2019,9,1,2019,9,1
ACALeagueFinalBaku2024,ACA League Final -  Baku 2024,Baku,Azerbaijan,0,2024,9,28,2024,9,28
ACALeagueI2019,ACA League I 2019,Baku,Azerbaijan,0,2019,7,7,2019,7,7
ACALeagueII2019,ACA League II 2019,Gəncə,Azerbaijan,0,2019,7,21,2019,7,21
ACALeagueIIGanja2024,ACA League II - Ganja 2024,Ganja,Azerbaijan,0,2024,8,3,2024,8,3
ACALeagueISumgait2024,ACA League I - Sumgait 2024,Sumgait,Azerbaijan,0,2024,7,6,2024,7,6
AcarajeOpen2019,Acarajé Open 2019,"Salvador, Bahia",Brazil,0,2019,1,15,2019,1,17
ACARO2016,Arnold Classic Asia 2016,Hong Kong,Hong Kong,0,2016,8,20,2016,8,21
AchoOpen2017,Acho Open 2017,"Archena, Murcia",Spain,0,2017,7,29,2017,7,30
AckermanSpring2024,Ackerman Spring 2024,"Glen Ellyn, Illinois",USA,0,2024,6,15,2024,6,15
AcropolisBucaramanga2024,Acrópolis Bucaramanga 2024,Bucaramanga,Colombia,0,2024,2,24,2024,2,24
AcropolisBucaramanga2025,Acrópolis Bucaramanga 2025,Bucaramanga,Colombia,0,2025,2,15,2025,2,15
AcropolisBucaramangaII2024,Acrópolis Bucaramanga II 2024,Bucaramanga,Colombia,0,2024,5,4,2024,5,4
AcropolisBucaramangaIII2024,Acrópolis Bucaramanga III 2024,Bucaramanga,Colombia,0,2024,11,23,2024,11,23
AcrosstheWoodsKentuckyA2023,Across the Woods Kentucky A 2023,"Lexington, Kentucky",USA,0,2023,12,16,2023,12,16
AcrosstheWoodsKentuckyB2023,Across the Woods Kentucky B 2023,"Lexington, Kentucky",USA,0,2023,12,17,2023,12,17
ACTChampionship2021,ACT Championship 2021,"Canberra, Australian Capital Territory",Australia,1,2021,7,31,2021,8,1
ACTChampionship2025,Australian Capital Territory Championship 2025,"Canberra, Australian Capital Territory",Australia,0,2025,12,6,2025,12,7
ActivaClubLima2020,Activa Club Lima 2020,Lima,Peru,1,2020,4,4,2020,4,5
ActivaClubRubik2017,Activa Club Rubik 2017,Lima,Peru,0,2017,3,11,2017,3,11
ActonCubing2023,Acton Cubing 2023,Antiguo Cuscatlán,El Salvador,0,2023,4,2,2023,4,2
ACubearConPuzzlemania2019,A Cubear Con Puzzlemania 2019,Santo Domingo,Dominican Republic,0,2019,1,12,2019,1,13
ACubicHopeIsrael2025,Episode IV - A Cubic Hope Israel 2025,Be'er Ya'akov,Israel,0,2025,2,27,2025,2,28
ADAFall2023,ADA Fall 2023,Baku,Azerbaijan,0,2023,9,9,2023,9,9
ADAOpen2023,ADA Open 2023,Baku,Azerbaijan,0,2023,3,18,2023,3,18
AdelaideAutumn2022,Adelaide Autumn 2022,"Adelaide, South Australia",Australia,0,2022,5,22,2022,5,22
AdelaideAutumn2023,Adelaide Autumn 2023,"Adelaide, South Australia",Australia,0,2023,5,21,2023,5,21
AdelaideAutumn2026,Adelaide Autumn 2026,"Adelaide, South Australia",Australia,0,2026,4,12,2026,4,12
AdelaideSummer2016,Adelaide Summer 2016,"Ethelton, South Australia",Australia,0,2016,1,23,2016,1,23
AdelaideSummer2017,Adelaide Summer 2017,"Adelaide, South Australia",Australia,0,2017,1,21,2017,1,21
AdelaideSummer2018,Adelaide Summer 2018,"Adelaide, South Australia",Australia,0,2018,1,13,2018,1,14
AdelaideSummer2019,Adelaide Summer 2019,"Adelaide, South Australia",Australia,0,2019,1,19,2019,1,20
AdelaideSummer2020,Adelaide Summer 2020,"Adelaide, South Australia",Australia,0,2020,1,11,2020,1,11
AdelaideSummer2022,Adelaide Summer 2022,"Adelaide, South Australia",Australia,0,2022,1,15,2022,1,16
AdelaideSummer2023,Adelaide Summer 2023,"Adelaide, South Australia",Australia,0,2023,1,28,2023,1,29
AdelaideSummer2024,Adelaide Summer 2024,"Adelaide, South Australia",Australia,0,2024,1,13,2024,1,14
AdelaideSummer2025,Adelaide Summer 2025,"Adelaide, South Australia",Australia,0,2025,1,10,2025,1,12
AdelaideSummer2026,Adelaide Summer 2026,"Adelaide, South Australia",Australia,0,2026,1,10,2026,1,11
AdelaideTwinSaturday2021,Adelaide Twin Saturday 2021,"Adelaide, South Australia",Australia,0,2021,1,16,2021,1,16
AdelaideTwinSunday2021,Adelaide Twin Sunday 2021,"Adelaide, South Australia",Australia,0,2021,1,17,2021,1,17
AdelaideWinter2018,Adelaide Winter 2018,"Adelaide, South Australia",Australia,0,2018,7,14,2018,7,14
AdelaideWinter2020,Adelaide Winter 2020,"Adelaide, South Australia",Australia,1,2020,7,11,2020,7,12
AdelaideWinterSaturday2023,Adelaide Winter Saturday 2023,"Adelaide, South Australia",Australia,0,2023,6,24,2023,6,24
AdelaideWinterSunday2023,Adelaide Winter Sunday 2023,"Adelaide, South Australia",Australia,0,2023,6,25,2023,6,25
AdventHvidovre2024,En Ad-vent Gangen i Hvidovre 2024,Hvidovre,Denmark,0,2024,12,7,2024,12,7
AEOMoliceiroOpen2026,AEO Moliceiro Open 2026,"Oliveirinha, Aveiro",Portugal,0,2026,1,31,2026,2,1
AeonMallLongBien2024,Aeon Mall Long Bien 2024,Hanoi,Vietnam,0,2024,5,25,2024,5,26
AFCubeDays2015,ÅF Cube Days 2015,Trollhättan,Sweden,0,2015,10,17,2015,10,18
AficubeA2022,Aficube A 2022,Beit Berl,Israel,0,2022,4,17,2022,4,18
AficubeB2022,Aficube B 2022,Beit Berl,Israel,0,2022,4,19,2022,4,20
AfonsodePaivaCubeDay2025,Afonso de Paiva Cube Day 2025,Castelo Branco,Portugal,0,2025,11,8,2025,11,8
AfraidinAirdrie2023,Afraid in Airdrie 2023,"Airdrie, Alberta",Canada,0,2023,10,29,2023,10,29
AFridayinAshfield2024,A Friday in Ashfield 2024,"Ashfield, Massachusetts",USA,0,2024,12,27,2024,12,27
AFSwedishCubeOpen2016,ÅF Swedish Cube Open 2016,Trollhättan,Sweden,0,2016,10,15,2016,10,16
AftabCubingDays2018,Aftab Cubing Days 2018,"Tehran Province, Tehran",Iran,0,2018,3,15,2018,3,17
AfterCubePartyLima2024,After Cube Party Lima 2024,Lima,Peru,0,2024,7,14,2024,7,14
AGChampionship2017,AG Championship 2017,Kediri,Indonesia,0,2017,12,23,2017,12,24
AGoodFridayinHorseheads2025,A Good Friday in Horseheads 2025,"Horseheads, New York",USA,0,2025,4,18,2025,4,18
AgoraIzcalli2025,Ágora Izcalli 2025,Cuautitlán Izcalli,Mexico,0,2025,3,22,2025,3,23
AgouraCubing2023,Agoura Cubing 2023,"Agoura Hills, California",USA,0,2023,6,17,2023,6,17
AgouraCubingAgain2023,Agoura Cubing Again 2023,"Agoura Hills, California",USA,0,2023,7,22,2023,7,22
AgouraCubingReturns2024,Agoura Cubing Returns 2024,"Agoura Hills, California",USA,0,2024,6,15,2024,6,15
AgouraSideEventsDay2025,Agoura Side Events Day 2025,"Agoura Hills, California",USA,0,2025,4,6,2025,4,6
AgouraSpookCubing2023,Agoura SpookCubing 2023,"Agoura Hills, California",USA,0,2023,10,28,2023,10,28
AgouraWinter2026,Agoura Winter 2026,"Agoura Hills, California",USA,0,2026,1,24,2026,1,24
AgraCubeOpen2026,Agra Cube Open 2026,"Agra, Uttar Pradesh",India,0,2026,2,21,2026,2,21
Ags2014,Aguascalientes Summer 2014,Aguascalientes,Mexico,0,2014,7,26,2014,7,27
AguasCalientesSummer2015,Aguascalientes Summer 2015,Aguascalientes,Mexico,0,2015,8,28,2015,8,30
AguascalientesSummer2016,Aguascalientes Summer 2016,Aguascalientes,Mexico,0,2016,7,22,2016,7,24
AguascalientesSummer2025,Aguascalientes Summer 2025,Aguascalientes,Mexico,0,2025,7,26,2025,7,27
AgulhasNegrasOpen2012,Agulhas Negras Open 2012,"Resende, Rio de Janeiro",Brazil,0,2012,5,5,2012,5,6
AHAUOpen2019,AHAU Open 2019,"Hefei, Anhui",China,0,2019,5,19,2019,5,19
AieaLiiOkakopa2025,ʻAiea Liʻi ʻOkakopa 2025,"ʻAiea, Hawaii",USA,0,2025,10,26,2025,10,26
AirCapitalCubingSummer2023,Air Capital Cubing Summer 2023,"Wichita, Kansas",USA,0,2023,8,5,2023,8,5
AirdrieNxNs2024,Airdrie NxNs 2024,"Airdrie, Alberta",Canada,0,2024,9,29,2024,9,29
AirplaneModeXVIOH2025,Gem City Airplane Mode Special VI OH 2025,"Springboro, Ohio",USA,0,2025,8,10,2025,8,10
AirplaneModeXVOH2025,Gem City Airplane Mode Special V OH 2025,"Springboro, Ohio",USA,0,2025,1,12,2025,1,12
AixenProvenceOpen2017,Aix-en-Provence Open 2017,Aix-en-Provence,France,0,2017,5,27,2017,5,28
AixenProvenceOpen2020,Aix-en-Provence Open 2020,Aix-en-Provence,France,1,2020,3,14,2020,3,15
Ajax333Afternoon2023,Ajax 3x3x3 Afternoon 2023,"Ajax, Ontario",Canada,0,2023,8,26,2023,8,26
Ajax333Evening2023,Ajax 3x3x3 Evening 2023,"Ajax, Ontario",Canada,0,2023,8,26,2023,8,26
Ajax333Morning2023,Ajax 3x3x3 Morning 2023,"Ajax, Ontario",Canada,0,2023,8,26,2023,8,26
Ajax3x3x3NewcomersA2024,Ajax 3x3x3 Newcomers A 2024,"Ajax, Ontario",Canada,0,2024,3,24,2024,3,24
Ajax3x3x3NewcomersB2024,Ajax 3x3x3 Newcomers B 2024,"Ajax, Ontario",Canada,0,2024,3,24,2024,3,24
Ajax3x3x3NewcomersC2024,Ajax 3x3x3 Newcomers C 2024,"Ajax, Ontario",Canada,0,2024,3,24,2024,3,24
AjaxFirstTimers2022,Ajax First-Timers 2022,"Ajax, Ontario",Canada,0,2022,10,30,2022,10,30
AjaxNNN2022,Ajax NxNxN 2022,"Ajax, Ontario",Canada,0,2022,10,29,2022,10,29
AjaxWinter2019,Ajax Winter 2019,"Ajax, Ontario",Canada,0,2019,1,12,2019,1,12
AkashOpen2015,Akash Open 2015,"Gautam Buddha Nagar, Uttar Pradesh",India,0,2015,6,27,2015,6,28
